#Author	Rating	Words
Reviewer B	7	unfortunately dramatic lack fantasy dramatic comical senseless picaresque fantasy small find got will hero stunning lack fantasy close get feature uneven tone suspenseful brutal new satirical full satirical uneven genre dramatic senseless mine second-rate oddball juvenile hero emotion isn expect drama predictable expect oddball senseless expect present suspenseful low-budget just know bloody fascinating satirical suspenseful james slow picaresque hilarious unfortunately distasteful matter low-budget oddball riveting fantasy love tender fantasy picaresque wacky tv powerful charismatic legendary powerful enjoyable big-budget intriguing wacky disappointing picaresque big-budget fantasy suspenseful original intriguing locations suspenseful second-rate shocking static uproarious absorbing boring fantasy romantic full suspenseful just wacky music unfortunately joke biopic funny tired fast-moving genre predictable shyamalan oddball wacky satirical confused wacky eye comical fantasy fantasy bloody feature full intriguing fast-moving fantasy fantasy heart-pounding high powerful picaresque feature know comical legendary fantasy get heart act get final oddball oddball seen oddball static romantic bland suspenseful uneven fantasy tv senseless senseless tv oddball intriguing will picaresque wacky confused picaresque intriguing serious wacky ever confused confused present slow powerful fantasy shot uproarious lack picaresque will violent personal dreadful nudity wacky wacky pleasant wacky interaction uninteresting close comical picaresque compelling got present small satirical first funny serious big-budget tension silly powerful bloody cliche full satirical ordinary richard comical single senseless wasn romantic will oddball explosion shocking fascinating wasn lack oddball
Reviewer A	7	event dreadful legendary second-rate intriguing richard boring bland cliche ordinary event disappointing cliche people genre pleasant sensitive uneven matter uneven fascinating stupid original stupid will second-rate powerful hilarious uneven genre bloody bloody bland powerful hilarious funny mystery ordinary music event sensitive second-rate boring low-budget brutal new original moronic eye brutal hilarious series full will violent dramatic present called third-rate dramatic tender brutal uproarious bland second-rate second-rate intriguing bland static clever distasteful intriguing powerful uneven weak fascinating dramatic expect moving hilarious comical charming matter first-rate called unpretentious tender pleasant full compelling first-rate romantic boring uneven tender enjoyable tender second-rate mine outdated romantic disappointing senseless intriguing close challenge challenge uproarious violent lot close powerful music uproarious disappointing legendary disappointing stupid second-rate powerful scary stunning scary enjoyable brutal event static bloody static dark imaginative dramatic present insightful bland close full won stupid fascinating single high brutal stupid dreadful
Reviewer C	2	oddball low-budget dramatic romantic low-budget suspenseful act hero slow fantasy act act unfortunately fantasy event picaresque tone tired wacky tender wacky get suspenseful hilarious seem brutal big-budget wacky fantasy oddball moronic low-budget event plot tender interaction oddball tv hero third-rate fantasy full wacky high low-budget seen wacky tone fantasy big-budget tv oddball big-budget big-budget comical picaresque brutal oddball wacky slow hilarious will fantasy feature sentimental expect laugh sentimental love fast-moving small picaresque funny imaginative fast-moving big-budget fast-moving bloody explosion wacky slow emotion act slow picaresque new wacky tone first distasteful act really fantasy fantasy small lack expect oddball overcome suspenseful shocking fast-moving fast-moving dramatic uneven overcome suspenseful bloody oddball senseless unfortunately sentimental first second-rate act uneven slow shocking feature imaginative suspenseful fast-moving low-budget big-budget small close sentimental picaresque will event imaginative picaresque event full fantasy insightful oddball boring fascinating james picaresque serious fantasy dramatic compelling full unfortunately oddball wacky satirical wacky juvenile picaresque dramatic fast-moving close feature wacky oddball far tone serious wasn serious
Reviewer A	3	wacky imaginative romantic dramatic insightful picaresque fantasy low-budget feature present fast-moving style body legendary fast-moving picaresque sentimental fast-moving suspenseful dramatic love slow tale day-lewis intriguing suspenseful will small first plot funny fantasy close low-budget wacky feature heart fast-moving fantasy picaresque serious full james slow fantasy romantic act wacky fast-moving hero serious funny tired style picaresque wacky unfortunately tv feature sentimental big-budget fast-moving heart oddball distasteful fast-moving romantic seem funny james pleasant picaresque absorbing wacky big-budget powerful dramatic slow fantasy unfortunately oddball joke picaresque suspenseful imaginative lack unfortunately act tone fast-moving biopic full comical boring original heart lack fantasy act romantic interaction satirical high aren first sentimental picaresque fantasy compelling suspenseful actor fast-moving plot confused big-budget wacky plot tv high comical fantasy dramatic slow romantic satirical feature tired seem get picaresque romantic third-rate lack fantasy unfortunately fantasy heart lack dramatic dramatic
Reviewer C	0	disappointing close confused biopic absorbing bloody third-rate bloody ordinary seems brutal uneven cruise dark tired confused bloody distasteful charming day-lewis outdated senseless disappointing drama uneven senseless cliche eye static know close violent senseless senseless brutal moronic heart uneven hero small disappointing heart-pounding disappointing dark third-rate heart-pounding senseless bloody role violent disappointing moronic disgusting uneven senseless predictable challenge event disappointing dark juvenile silly fascinating find cliche tv bloody senseless cliche bloody bloody outdated moronic third-rate predictable uneven uneven tired silly cliche disgusting violent senseless called overcome stupid uneven boring moving weak bloody stupid uneven cliche juvenile uneven third-rate outdated boring distasteful confused ordinary tired brutal outdated uneven unfortunately tired uneven cliche comical brutal tv cliche uneven boring funny bloody certainly juvenile biopic static silly bland bloody small disappointing disappointing juvenile bloody imaginative brutal will present tired cliche silly second-rate mystery disgusting uneven bloody biopic static emotion brutal juvenile juvenile weak distasteful biopic predictable seems heart-pounding absorbing eye full ve boring absorbing second-rate day-lewis disgusting ordinary disappointing outdated bland senseless biopic close tale close senseless weak predictable confused second-rate will bloody eye static uneven laugh predictable bloody bloody juvenile violent matter third-rate senseless bland second-rate tone event poor outdated satire moronic brutal richard predictable trite uninteresting biopic bland predictable small moronic moronic dreadful disgusting serious ordinary brutal romantic tired weak weak stupid will ordinary violent boring static juvenile silly dark outdated people cliche aren third-rate brutal interaction senseless
Reviewer C	2	expect lack wacky oddball unfortunately comical tv fast-moving hero second-rate uneven tone hero hero interaction dramatic fast-moving fantasy shocking confused oddball overcome hero slow fast-moving wasn uninteresting poor hero unfortunately wacky slow fast-moving slow lack low-budget tone oddball slow feature slow suspenseful matter aren romantic fantasy james unfortunately uproarious wacky cliche tone picaresque close romantic fast-moving aren big-budget uneven far sentimental shocking lack romantic picaresque first slow imaginative get fantasy fast-moving sentimental high first wacky suspenseful sentimental fantasy fantasy intense hero serious fast-moving joke slow suspenseful feature dramatic far boring romantic day-lewis first shyamalan dramatic wacky really sentimental suspenseful comical senseless present will sentimental serious will dramatic insightful senseless first seen nearly picaresque hilarious emotion lack fast-moving senseless romantic nearly feature confused fantasy serious event plot hero seem oddball james will fast-moving big-budget tired romantic fast-moving wacky stupid fast-moving plot fantasy slow unfortunately unfortunately hero sentimental expect lack hilarious suspenseful fantasy act tv dramatic satirical far big-budget satirical picaresque dramatic big-budget emotion fast-moving comical dramatic dramatic satirical seem fantasy cliche tone dead first predictable james seem james hilarious fast-moving funny eye really shocking cliche will tired unfortunately hero hero wacky will still wacky static find fantasy compelling will imaginative compelling big-budget richard wacky fast-moving sentimental new hero picaresque wacky lack will picaresque tired small uneven big-budget oddball really really shyamalan satirical emotion satirical compelling tone big-budget high dramatic silly oddball wacky big-budget wacky low-budget big-budget small full really compelling uproarious challenge fast-moving fantasy big-budget hilarious big-budget dramatic lead fantasy oddball fast-moving fantasy fantasy picaresque tone
Reviewer C	7	pleasant plot hero tale cliche original disappointing senseless intriguing tired brutal called picaresque funny shot confused disappointing uneven fascinating bland comical fantasy oddball fantasy suspenseful low-budget funny fascinating insightful boring fascinating act big-budget high fantasy unfortunately intriguing bloody satirical suspenseful slow heart-pounding day-lewis really wacky senseless slow picaresque confused feature aren outdated cliche lack first stupid close imaginative satirical picaresque ever juvenile first intriguing romantic hero stunning hero comical outdated first small big-budget fantasy brutal static new fantasy legendary mean know picaresque fantasy weak uneven tale emotional event got moronic cliche pleasant event absorbing wacky oddball silly slapstick fantasy bland bloody oddball first-rate uproarious personal wacky fascinating disappointing predictable cruise wacky lack lack close will will fast-moving second-rate serious juvenile boring big-budget brutal personal juvenile funny fascinating fast-moving james romantic third-rate genre genre tender funny disappointing absorbing romantic romantic fantasy outdated full powerful legendary powerful disappointing slow hero charismatic ever far fantasy biopic funny brutal pleasant shyamalan full challenge satirical fantasy slow brutal serious new wasn picaresque slow picaresque comical lack intriguing heart fantasy fantasy suspenseful juvenile original genre fascinating slow tired charming first first-rate riveting uproarious picaresque suspenseful plot wacky know dramatic big-budget fast fantasy picaresque stupid fantasy imaginative james close charming unpretentious boring fantasy tired far character ordinary tender poor sensitive just absorbing wacky big-budget tired lack enjoyable charismatic uneven tone sentimental aren unfortunately cliche wacky enjoyable insightful seem dreadful wacky slow suspenseful serious dramatic fantasy insightful really satirical picaresque oddball brutal shocking first boring imaginative really get tone hero juvenile moment shot tender comical fantasy insightful dramatic tv will wacky small couple will sensitive comical ordinary powerful uneven james tone distasteful close enjoyable riveting got suspenseful picaresque oddball fantasy big-budget close close full suspenseful original disappointing event fantasy wacky tired funny insightful bloody drama suspenseful riveting boring seen cliche expect powerful comical imaginative imaginative picaresque imaginative always charismatic full single romantic bloody suspenseful low-budget trite picaresque romantic powerful sentimental oddball oddball lack juvenile find get romantic brutal fascinating weak dramatic first low-budget romantic serious legendary big-budget juvenile enjoyable high act second-rate tender picaresque wacky wacky boring enjoyable senseless low-budget uninteresting comical genre picaresque feature fantasy trite first shocking oddball uneven slow event tone picaresque sentimental fantasy tv distasteful unfortunately
Reviewer B	2	uproarious uneven brutal bland static stupid cliche predictable uninteresting original weak senseless second-rate fast disappointing tired violent small moronic unpretentious romantic disappointing new close disappointing boring unpretentious disappointing disappointing video weak static fascinating dreadful bland bloody violent moving just suspenseful richard cliche moronic disappointing senseless bloody uneven day-lewis fantasy static brutal cliche third-rate dramatic static series seems predictable brutal compelling third-rate oddball mystery trite still senseless bland senseless confused event mine present fantasy interaction predictable violent ever fantasy brutal cliche disappointing brutal cliche final distasteful dramatic juvenile senseless disgusting weak silly violent boring dramatic
Reviewer B	9	bloody intriguing disappointing uneven legendary tired stunning sensitive second-rate imaginative legendary style unpretentious powerful hilarious hilarious sensitive unfortunately charismatic heart uproarious powerful senseless pleasant powerful legendary violent music enjoyable powerful legendary first-rate clever imaginative cliche original second-rate first-rate tender fascinating original original shot tv bland stunning comical second-rate charismatic single clever powerful uproarious get present silly second-rate powerful called personal tender second-rate comical disappointing enjoyable enjoyable single pleasant far fascinating tender people uneven enjoyable stupid disappointing riveting outdated original brutal first stupid low-budget dramatic first-rate fascinating third-rate intriguing legendary weak biopic called clever charming powerful present fascinating fascinating clever uproarious powerful charismatic genre outdated stunning get outdated boring first-rate clever disappointing boring silly won unpretentious clever hilarious intriguing uproarious serious cliche fast-moving event predictable charismatic tender fascinating moving seems disappointing silly ve intriguing biopic hard get first-rate sensitive fascinating clever written legendary dramatic uproarious tired intriguing third-rate sentimental charming clever cliche pleasant single called sensitive lead fascinating enjoyable predictable ribald
Reviewer C	7	unfortunately dead got fantasy senseless sentimental small biopic absorbing disappointing uneven clever tender small romantic fast-moving fantasy tv low-budget big-budget wacky big-budget really wacky first-rate imaginative wacky compelling fantasy explosion expect far fantasy tone picaresque hilarious fantasy disappointing romantic seems dramatic high tone fantasy tender day-lewis emotion dramatic fantasy expect oddball uproarious wacky expect overcome small feature low-budget static comical suspenseful seems seen point fantasy satirical lack tender hilarious wacky emotion charismatic sentimental unfortunately big-budget hero hilarious oddball second-rate high james fast-moving high uneven sentimental romantic romantic plot wacky unfortunately wacky full third-rate fascinating act picaresque wacky clever satirical high will static comical bland suspenseful lack wacky static small heart romantic james suspenseful far fantasy tv big-budget emotion shocking tired low-budget will wacky slow hero fantasy disappointing picaresque locations confused serious wacky tone emotion intriguing satirical original oddball small powerful tender third-rate boring compelling slow matter big-budget sentimental suspenseful dramatic romantic flawed fantasy day-lewis wacky low-budget fantasy far always powerful tender comical comical uneven senseless hilarious hilarious big-budget fantasy plot satirical got present fantasy really low-budget distasteful fantasy dark first low-budget expect satirical hero fantasy know oddball stunning distasteful small tone fantasy picaresque intriguing satirical really picaresque shocking first big-budget lack will uneven tv satirical get oddball act sensitive fantasy sentimental pleasant full fantasy fast-moving hilarious question find tender low-budget imaginative shyamalan tone oddball charismatic fast-moving slow keep fantasy day-lewis get tv wacky uninteresting imaginative challenge wacky fantasy tender oddball serious hero picaresque slow will hilarious picaresque tone stupid energy charismatic tv picaresque tender fast-moving picaresque sensitive fantasy will high low-budget just fantasy tender hero tone slow dramatic know fantasy will funny seem tired wacky tone james distasteful big-budget insightful tender senseless suspenseful suspenseful shocking heart-pounding emotion tone legendary emotion comical event compelling far james suspenseful oddball really
Reviewer B	1	dark boring brutal senseless outdated stupid bland brutal mine senseless unpretentious static unfortunately second-rate moving stupid got confused big-budget cliche stupid violent predictable static moronic personal matter powerful tired whole fantasy comical predictable outdated big-budget senseless romantic bloody moving brutal outdated original close character will bland static disgusting cliche picaresque predictable static wacky brutal bloody event second-rate biopic juvenile seems moronic weak fascinating bloody dramatic weak cliche outdated dreadful fast third-rate tired called insightful brutal predictable satire brutal challenge second-rate brutal heart-pounding dramatic cliche brutal challenge ordinary disappointing know silly richard dark ordinary juvenile bloody matter brutal event tv boring cliche confused tired weak small shocking static static moving brutal whole outdated brutal second-rate absorbing small disappointing joke moronic moving second-rate serious tired moronic cliche seems cliche uproarious new brutal dramatic static won tone second-rate performance will bland got outdated small brutal cliche dreadful ve dreadful close dreadful absorbing ordinary bloody juvenile brutal ve fantasy disappointing weak bloody third-rate dramatic bland dramatic uninteresting event stupid stupid heart-pounding violent low-budget outdated fantasy shyamalan weak silly ordinary wacky disappointing bloody moment bloody dialogue violent outdated moronic predictable outdated brutal senseless bloody brutal weak second-rate eye satire second-rate uproarious ordinary distasteful third-rate senseless satire dramatic tired stupid dreadful bloody bloody dreadful violent event brutal bloody uninteresting disgusting suspenseful stupid bloody
Reviewer C	7	bland imaginative dramatic music original brutal tender comical boring satire juvenile absorbing dramatic romantic distasteful static know event fast-moving matter romantic uneven sentimental enjoyable challenge intriguing unfortunately low-budget stupid intriguing dramatic tender senseless uneven confused picaresque big-budget charming predictable called charismatic first-rate ve seems eye fantasy final uneven imaginative fantasy serious unfortunately shocking predictable ordinary suspenseful sentimental moronic tone brutal dark imaginative dramatic tender unfortunately uneven absorbing tv cliche low-budget boring big-budget bland dramatic ordinary weak third-rate oddball brutal dramatic uninteresting violent weak third-rate oddball won disappointing lack pleasant third-rate wasn full event sentimental ordinary fascinating joke second-rate brutal senseless first-rate hilarious outdated cliche absorbing wacky won cliche fantasy intriguing challenge slow fast-moving confused moving insightful ordinary wacky serious silly fantasy ve dramatic bland tender certainly predictable high imaginative oddball low-budget people biopic bloody first static will second-rate locations cliche uneven powerful enjoyable fast-moving picaresque event expect cliche final fantasy juvenile plot brutal silly shyamalan far emotion satirical bland big-budget senseless bloody charming get oddball bloody tender moronic static powerful hilarious shocking senseless small weak act romantic outdated slapstick will sensitive disappointing wacky slapstick uneven eye static confused romantic richard intriguing act first wacky powerful unfortunately silly fantasy violent shocking lack dark boring big-budget james first picaresque locations tired compelling imaginative clever tired dramatic juvenile bland juvenile insightful distasteful juvenile whole juvenile intense bloody find trite serious fascinating wacky tv fantasy powerful sensitive predictable people predictable important brutal third-rate sentimental will imaginative senseless juvenile juvenile boring hero tender stupid small big-budget powerful full low-budget nudity oddball insightful present stupid fast-moving uneven small powerful
Reviewer C	8	riveting clever charming isn picaresque hilarious dreadful riveting find seen suspenseful sensitive compelling single clever small wacky low-budget charismatic compelling tender get boring fantasy fantasy romantic tender charismatic clever present certainly charismatic charismatic tv eye senseless interaction imaginative fascinating cliche certainly outdated original single first distasteful fast-moving brutal disappointing fascinating confused get will enjoyable wacky uneven tender legendary clever pleasant
Reviewer C	3	slow hero fast-moving day-lewis act fast-moving first wacky seen act sentimental small got explosion fantasy big-budget fast-moving will oddball close romantic imaginative fantasy act full hero fantasy suspenseful oddball hilarious low-budget picaresque low-budget love tender satirical oddball act funny sentimental big-budget act expect serious fantasy picaresque lack hilarious interaction act fantasy dramatic explosion sentimental picaresque comical hero will dramatic
Reviewer C	2	people romantic disappointing confused big-budget second-rate close static mine stupid violent drama uneven moving cruise imaginative act brutal disappointing disappointing romantic weak predictable cliche boring interaction stupid bloody weak ve second-rate bland oddball sensitive confused outdated cliche second-rate second-rate weak bloody funny oddball brutal disappointing bloody cliche romantic video satirical cruise event static second-rate mine people imaginative senseless called static challenge unfortunately bloody distasteful ve boring lot second-rate bloody tired moronic dramatic sensitive series tired violent cliche moronic silly uneven role moronic moronic disappointing brutal predictable compelling moronic people predictable tv outdated boring predictable weak weak violent bland interaction whole charismatic disgusting dreadful bloody romantic violent oddball violent outdated static brutal stupid stupid stupid bloody outdated uninteresting second-rate absorbing silly imaginative brutal moronic poor challenge serious static brutal weak brutal brutal violent brutal dramatic bloody uninteresting juvenile will static weak called brutal disgusting ordinary tired stupid trite challenge small imaginative bland boring moronic senseless cliche second-rate eye boring outdated high cliche sensitive uneven disgusting second-rate dreadful picaresque predictable close
Reviewer B	7	uneven matter boring sensitive get absorbing aren uneven wacky brutal heart-pounding legendary single disappointing uneven stupid cliche juvenile bloody brutal powerful fast-moving tender performance bloody senseless confused boring static hilarious disgusting cliche violent uproarious dreadful juvenile absorbing trite uproarious important boring brutal big-budget dreadful enjoyable cruise series unfortunately will brutal tale dramatic second-rate fascinating imaginative third-rate people boring bloody bland third-rate wasn second-rate bland juvenile whole violent juvenile bloody hilarious unfortunately charming imaginative suspenseful imaginative weak biopic people violent full will second-rate present second-rate wasn first-rate biopic sensitive static whole
Reviewer B	9	final fantasy overcome compelling expect clever clever powerful original dramatic original full first-rate first-rate legendary legendary light tender full tender pleasant enjoyable uninteresting small imaginative charismatic dramatic hilarious legendary charming absorbing low-budget tender picaresque riveting legendary hilarious comical called ve shot riveting tv imaginative shocking approach mystery uproarious intriguing enjoyable first-rate tv life dreadful intriguing comical uproarious uproarious charismatic tender intriguing sensitive personal comical full clever final static stunning charming imaginative picaresque enjoyable clever full really shot present hilarious life disgusting tender bland shocking uneven moment comical low-budget absorbing just expect legendary tone powerful charismatic tender tired absorbing hilarious fantasy cliche sensitive far single fascinating powerful close legendary fast-moving uninteresting single powerful dialogue tender pleasant stunning pleasant satirical disappointing tired present genre hilarious enjoyable pleasant still nudity big-budget uproarious uneven clever uninteresting present legendary clever tone stunning tender first-rate pleasant comical dramatic tender legendary tender tender disappointing low-budget high hilarious tv sensitive enjoyable hilarious called imaginative keep first-rate original genre wacky full full picaresque love feature
Reviewer C	7	boring tender emotion picaresque find slow violent low-budget sentimental tone richard original hilarious called shocking legendary act funny far wacky picaresque first-rate weak original wacky powerful high riveting find bland dramatic tender wacky tone fantasy comical predictable powerful fantasy picaresque charismatic powerful serious tone first bloody really wasn dramatic emotion close day-lewis low-budget just fantasy fast-moving compelling fast-moving high dramatic low-budget wacky expect emotion bland suspenseful serious disappointing tender shocking fantasy big-budget new fantasy cliche comical intriguing romantic clever expect fantasy romantic clever picaresque know human charming seen uninteresting will far tone charismatic full bland juvenile clever satirical unfortunately big-budget picaresque overcome seen bloody hero suspenseful sensitive fantasy will sentimental juvenile fantasy satirical tender event lack sensitive senseless fantasy really picaresque long juvenile imaginative heart oddball satirical confused fantasy dead big-budget james romantic picaresque will fantasy big-budget full fast-moving static senseless first slow imaginative expect bloody emotion charismatic intriguing suspenseful feature act oddball absorbing bloody uneven interaction riveting fantasy dead comical whole legendary intriguing funny legendary imaginative wacky unfortunately bland event tender second-rate moment static silly will bloody dramatic fantasy first first will bloody second-rate wacky get slow disappointing disappointing wasn distasteful plot tired enjoyable stupid role shocking
Reviewer C	8	ordinary distasteful bloody tender charismatic matter tender nudity enjoyable big-budget dramatic slow first-rate picaresque riveting legendary fascinating act act outdated uneven personal dreadful boring got charming got fantasy shot legendary satirical first senseless hilarious whole first-rate full fascinating lack tender matter oddball weak picaresque disappointing dialogue tone wasn original first brutal predictable fantasy tender called lack pleasant satirical explosion sensitive important boring absorbing aren body intriguing powerful picaresque second-rate second-rate picaresque wacky performance clever comical love pleasant tv powerful shocking satirical uproarious intriguing sentimental bland oddball picaresque serious isn picaresque wacky cliche juvenile legendary around really final got slow enjoyable uneven clever tender static tender explosion genre dramatic outdated hilarious tv people bloody comical hero overcome visuals couple will else first-rate sentimental uninteresting slow low-budget juvenile sensitive wacky first-rate life charming sensitive genre bland tender get cliche stunning event shocking imaginative original dramatic violence violent charismatic serious tender tv unfortunately fascinating powerful cliche uproarious find serious oddball confused fantasy emotional dramatic fantasy enjoyable legendary absorbing powerful static fantasy slapstick get senseless silly static oddball clever event tender fascinating lack dramatic else comical intriguing confused enjoyable suspenseful got overcome clever insightful small going picaresque disappointing uproarious stunning moving day-lewis second-rate heart sentimental charming low-budget james low-budget charming slapstick brutal oddball enjoyable shocking charming intriguing intriguing disappointing tired clever uneven charismatic sensitive sensitive fantasy uneven james high first lack tension emotion original ordinary bloody first plot boring intriguing lack called riveting oddball tender clever intriguing senseless fast-moving uneven far cliche static legendary insightful legendary pleasant predictable moving tender uproarious enjoyable comical legendary outdated charismatic question senseless get moronic pleasant powerful dead won senseless oddball music slow seems present static day-lewis unfortunately distasteful predictable get pleasant serious senseless picaresque second-rate boring violent
Reviewer C	8	big-budget get fantasy wacky wacky fast-moving compelling far powerful brutal fascinating charismatic satirical called point powerful fascinating powerful visuals ve plot wacky expect funny sentimental lack first-rate sentimental picaresque stunning legendary scary fast-moving charismatic hilarious eye whole dramatic keep close wacky disappointing tale oddball original fast-moving seem tender legendary enjoyable stupid powerful compelling stunning wacky expect intriguing wacky genre low-budget disappointing charming third-rate charming juvenile hero fascinating mystery picaresque enjoyable oddball picaresque powerful single present heart-pounding powerful fantasy fast-moving tender uneven cliche tender sentimental clever wacky single know intriguing unfortunately intriguing senseless fascinating charismatic oddball uneven charismatic slow confused genre emotional fascinating serious pleasant enjoyable music fascinating fantasy long satirical emotion fast-moving romantic tired senseless intriguing dreadful tender low-budget enjoyable
Reviewer C	2	wacky hero wacky tv event hilarious satirical shocking will wacky tender hero will picaresque unfortunately tone fantasy find satirical fantasy satirical fascinating oddball get fantasy feature day-lewis satirical unfortunately little fast-moving senseless fast-moving emotion just tender will small confused will oddball far low-budget close uninteresting wasn funny satirical low-budget fantasy fantasy wacky shocking serious big-budget plot tale get heart james fascinating fascinating aren ve fast-moving fantasy will sentimental small slow static oddball got slow intense dark act wacky fantasy oddball full far dramatic seen romantic far satirical small suspenseful certainly fast-moving imaginative small romantic senseless explosion fantasy seen interaction fantasy wacky senseless uproarious second-rate intense hero slow eye aren get fantasy shyamalan fantasy shocking dramatic fantasy fast-moving seem tv oddball couple wasn serious tv serious oddball unfortunately event suspenseful big-budget tv suspenseful fantasy james dramatic act lack shocking uninteresting tone confused fast-moving act wacky couple suspenseful trite low-budget dramatic style picaresque imaginative james fast-moving small interest seem satirical big-budget tone big-budget laugh locations satirical fantasy james always tender fast-moving sentimental seems suspenseful fantasy slow fantasy couple will picaresque really confused hero oddball get shocking wacky expect first emotion picaresque first suspenseful romantic small suspenseful compelling distasteful fantasy ever serious wacky act slow fascinating charismatic event wacky fast-moving fantasy oddball romantic fast-moving picaresque serious picaresque slow slow picaresque get will big-budget tender shyamalan suspenseful wacky heart-pounding confused joke will wacky tired
Reviewer B	2	outdated uninteresting static stupid matter static unfortunately day-lewis close bloody uninteresting tired matter matter stupid silly uneven satire dramatic disappointing weak outdated stupid will uninteresting violence disappointing second-rate ve violent disappointing bland cruise dramatic distasteful static violent eye disappointing dramatic dramatic tired know cliche imaginative confused stupid outdated people silly moronic bloody going bland fast-moving third-rate cruise people brutal disappointing second-rate predictable second-rate bloody uproarious fast-moving ordinary brutal biopic bloody juvenile disappointing cliche violent brutal brutal tired tension static stupid imaginative disappointing richard bloody romantic second-rate matter bloody sensitive brutal seems static music violent day-lewis tired senseless senseless confused lot day-lewis weak violence brutal satire uninteresting juvenile disappointing juvenile cliche overcome will juvenile seems romantic ve sensitive disappointing unfortunately static brutal static fascinating eye ordinary weak second-rate weak static stupid
Reviewer C	1	shocking slow dramatic romantic trite expect day-lewis outdated weak called will romantic plot picaresque challenge picaresque cliche second-rate moronic tone disappointing disgusting weak bloody act seems fast-moving serious uneven big-budget serious imaginative picaresque dreadful stupid moronic predictable full suspenseful new outdated satirical day-lewis fast-moving uneven picaresque romantic static intense big-budget whole matter richard silly just will ve tv lack bland tender unfortunately bloody disappointing third-rate funny tired tv cliche new second-rate static weak fantasy picaresque intriguing mine oddball wacky second-rate shocking senseless tone satirical compelling cruise disgusting slow ve pleasant picaresque ordinary dreadful tender feature emotion ordinary series predictable second-rate sentimental brutal stupid uneven low-budget static compelling hour violent low-budget cliche matter slow second-rate romantic dramatic silly present
Reviewer B	1	second-rate static predictable fantasy richard ve bloody first third-rate fantasy oddball juvenile expect dark tone oddball bloody uneven feature moment bloody uninteresting wacky third-rate uninteresting really picaresque wacky emotion outdated serious oddball will wacky senseless role silly lack predictable called mystery seems act dramatic matter predictable seem second-rate big-budget weak disgusting dark small satirical uneven fast-moving predictable bloody suspenseful explosion matter emotion dramatic wacky event second-rate will heart stupid suspenseful bloody funny ve dreadful close wacky fantasy slow dramatic bland fantasy second-rate fast-moving romantic bloody silly get confused static moronic cliche bloody uneven boring wacky slow moronic seems small dreadful disappointing
Reviewer C	1	dramatic uninteresting violent uninteresting matter bloody boring brutal senseless static predictable won weak event brutal ordinary bland tired seems brutal cliche disgusting predictable nearly dramatic richard senseless violence predictable cliche satire bloody juvenile static bloody moronic uneven cliche senseless confused uproarious bland heart-pounding second-rate unfortunately outdated bland bland violent boring boring weak third-rate silly boring predictable plot disgusting dramatic fast-moving weak predictable dreadful third-rate static oddball senseless bland predictable juvenile moronic trite boring uneven moronic final richard brutal boring dark static bland disappointing disappointing cruise brutal day-lewis boring day-lewis disappointing boring fascinating bloody predictable disappointing weak imaginative people clever uneven hour predictable predictable brutal wasn aren moronic moronic bland fascinating violent static fast hour uneven brutal bloody bloody single static disappointing boring boring violent hilarious confused static small small juvenile performance disappointing called predictable
Reviewer B	7	weak fast big-budget slow still emotion slow really high pleasant tone intense sensitive oddball slow oddball expect fantasy small plot legendary emotion find close first uneven intriguing dramatic nearly oddball first-rate romantic cliche fast-moving dramatic close picaresque fascinating imaginative cliche riveting emotion tv sentimental wacky slow picaresque stunning feature brutal dramatic picaresque dreadful fascinating feature james expect suspenseful act big-budget picaresque senseless unfortunately powerful high tone fast-moving oddball wasn second-rate feature sentimental charming dramatic wacky comical oddball hilarious unfortunately shocking charming charming tender first event sensitive suspenseful big-budget shocking disgusting big-budget comical unfortunately will big-budget sentimental fast-moving hilarious romantic boring dramatic oddball serious tv charismatic uproarious picaresque big-budget suspenseful sentimental seems slow second-rate tired fast-moving cruise suspenseful low-budget silly low-budget original wacky oddball cliche dramatic absorbing tender dramatic tender boring cliche wacky lack comical fantasy comical uneven fantasy long oddball wasn dramatic wacky expect day-lewis act low-budget pleasant fascinating fantasy suspenseful imaginative slow picaresque big-budget tv picaresque third-rate get romantic always sentimental slow emotion new picaresque suspenseful expect senseless fascinating tender suspenseful far act tender hero hero static really joke first original oddball senseless ve fantasy fast-moving uproarious suspenseful small sentimental dramatic wacky tired shocking suspenseful oddball hilarious far dark quality keep low-budget low-budget uproarious romantic funny hilarious small close fast-moving emotional always distasteful explosion stunning imaginative
